ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P01848,T-cell receptor alpha chain C region,TRAC,,,P01848,TCA_HUMAN,,TRAC,,GNC:12029,Human,DB02740
P01850,T-cell receptor beta-1 chain C region,TRBC1,338835,M12887,P01850,TRBC1_HUMAN,,TRBC1,,GNC:12156,Human,DB02740
O60551,Glycylpeptide N-tetradecanoyltransferase 2,NMT2,3005065,AF043325,O60551,NMT2_HUMAN,,NMT2,,GNC:7858,Human,DB02180; DB02271; DB07061; DB07838
Q13133,Oxysterols receptor LXR-alpha,NR1H3,726513,U22662,Q13133,NR1H3_HUMAN,,NR1H3,,GNC:7966,Human,DB07080; DB07929; DB08063; DB08175
P36897,TGF-beta receptor type-1,TGFBR1,431035,L11695,P36897,TGFR1_HUMAN,,TGFBR1,,GNC:11772,Human,DB03921; DB04434; DB04480; DB07152; DB07267; DB08450
P00800,Thermolysin,npr,441267,X76986,P00800,THER_BACTH,,npr,,"",Bacillus thermoproteolyticus,DB01935; DB02000; DB02597; DB02669; DB07103; DB07434; DB07487; DB07506; DB07673; DB07989
Q55813,O-methyltransferase,slr0095,14595182,BA000022,Q55813,Q55813_SYNY3,,,,"",Synechocystis sp. (strain PCC 6803 / Kazusa),DB07109; DB07767
A1AFW1,Arylsulfate sulfotransferase,assT,115511420,CP000468,A1AFW1,A1AFW1_ECOK1,,assT,,"",Escherichia coli O1:K1 / APEC,DB07118
P24666,Low molecular weight phosphotyrosine protein phosphatase,ACP1,179636,M83653,P24666,PPAC_HUMAN,,ACP1,,GNC:122,Human,DB00173; DB04214
Q9BVJ7,Dual specificity protein phosphatase 23,DUSP23,44916998,AB164404,Q9BVJ7,DUS23_HUMAN,,DUSP23,,GNC:21480,Human,DB04214
O43293,Death-associated protein kinase 3,DAPK3,2911156,AB007144,O43293,DAPK3_HUMAN,,DAPK3,,GNC:2676,Human,DB04716; DB07125; DB07242
Q9UQF2,C-Jun-amino-terminal kinase-interacting protein 1,MAPK8IP1,4426597,AF074091,Q9UQF2,JIP1_HUMAN,,MAPK8IP1,,GNC:6882,Human,DB01782; DB07218; DB07272; DB07276
P45983,Mitogen-activated protein kinase 8,MAPK8,474901,L26318,P45983,MK08_HUMAN,,MAPK8,,GNC:6881,Human,DB01782; DB07218; DB07268; DB07272; DB07276; DB07845
P33981,Dual specificity protein kinase TTK,TTK,340011,M86699,P33981,TTK_HUMAN,,TTK,,GNC:12401,Human,DB01782
Q13554,Calcium/calmodulin-dependent protein kinase type II subunit beta,CAMK2B,5326757,AF078803,Q13554,KCC2B_HUMAN,,CAMK2B,,GNC:1461,Human,DB07168
P42892,Endothelin-converting enzyme 1,ECE1,695405,D49471,P42892,ECE1_HUMAN,,ECE1,,GNC:3146,Human,DB07171
Q8TF76,Serine/threonine-protein kinase haspin,GSG2,118421077,AB039834,Q8TF76,HASP_HUMAN,,GSG2,,GNC:19682,Human,DB04604; DB07698; DB07995; DB08004
Q14914,Prostaglandin reductase 1,PTGR1,23271371,BC035228,Q14914,PTGR1_HUMAN,,PTGR1,,GNC:18429,Human,DB03461; DB04066; DB07177
P51955,Serine/threonine-protein kinase Nek2,NEK2,479171,Z29066,P51955,NEK2_HUMAN,,NEK2,,GNC:7745,Human,DB07180
Q8Y7N7,Glutamate racemase,murI,16410541,AL591978,Q8Y7N7,MURI_LISMO,,murI,,"",Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e),DB02343
Q9UGN5,Poly [ADP-ribose] polymerase 2,PARP2,6688130,AJ236912,Q9UGN5,PARP2_HUMAN,,PARP2,,GNC:272,Human,DB07232
Q9WMX2,Genome polyprotein,"",5420377,AJ238799,Q9WMX2,POLG_HCVCO,,,,"",HCV,DB07238
Q8KI25,Putative FAD-monooxygenase,rbmD,22536135,AF534707,Q8KI25,Q8KI25_NOCAE,,rbmD,,"",Nocardia aerocolonigenes,DB07241; DB08036
P0C6X7,Replicase polyprotein 1ab,rep,,,P0C6X7,R1AB_CVHSA,,,,,SARS-CoV,DB07293; DB07620; DB07743; DB08656; DB08732; DB08748
Q8GI16,Ferredoxin CarAc,carAc,13094153,AB047548,Q8GI16,CARAC_PSERE,,carAc,,"",Pseudomonas resinovorans,DB07301
Q84II6,Terminal oxygenase component of carbazole,carAa,28201194,AB095952,Q84II6,Q84II6_JANS3,,carAa,,"",Janthinobacterium sp. (strain J3),DB07301
P03367,Gag-Pol polyprotein,gag-pol,326420,K02013,P03367,POL_HV1BR,,gag-pol,,"",HIV-1,DB07327; DB07505; DB08041; DB08425; DB08428; DB08662
P01859,Ig gamma-2 chain C region,IGHG2,,AL928742,P01859,IGHG2_HUMAN,,IGHG2,,GNC:5526,Human,DB02854; DB04688; DB07329; DB07375; DB08323; DB08409; DB08510; DB08547; DB08618
P06875,Penicillin G acylase,pac,147063,M15950,P06875,PAC_ECOLX,,pac,,"",Escherichia coli,DB01702; DB07331; DB08193; DB08327; DB08559
P56601,Protoporphyrinogen oxidase,hemY,20800464,L27429,P56601,PPOX_MYXXA,,hemY,,"",Myxococcus xanthus,DB07338
P32397,Protoporphyrinogen oxidase,hemY,143042,M97208,P32397,PPOX_BACSU,,hemY,,"",Bacillus subtilis (strain 168),DB07338
Q9NQS7,Inner centromere protein,INCENP,9438179,AF282265,Q9NQS7,INCE_HUMAN,,INCENP,,GNC:6058,Human,DB07340
P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PPP1CA,35451,X70848,P62136,PP1A_HUMAN,,PPP1CA,,GNC:9281,Human,DB02506
P63151,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,PPP2R2A,190422,M64929,P63151,2ABA_HUMAN,,PPP2R2A,,GNC:9304,Human,DB02506
Q8IVS2,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",MCAT,8574364,AL359401,Q8IVS2,FABD_HUMAN,,MCAT,,GNC:29622,Human,DB07344
P21281,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,179563,M60346,P21281,VATB2_HUMAN,,ATP6V1B2,,GNC:854,Human,DB05260; DB07347
P84077,ADP-ribosylation factor 1,ARF1,178983,M36340,P84077,ARF1_HUMAN,,ARF1,,GNC:652,Human,DB02774; DB04077; DB04121; DB04137; DB04315; DB07348; DB08231
P09152,Respiratory nitrate reductase 1 alpha chain,narG,42086,X16181,P09152,NARG_ECOLI,,narG,,"",Escherichia coli (strain K12),DB04464; DB07349
P11349,Respiratory nitrate reductase 1 beta chain,narH,146919,M20147,P11349,NARH_ECOLI,,narH,,"",Escherichia coli (strain K12),DB04464; DB07349
P11350,Respiratory nitrate reductase 1 gamma chain,narI,146919,M20147,P11350,NARI_ECOLI,,narI,,"",Escherichia coli (strain K12),DB04464; DB07349
P60844,Aquaporin Z,aqpZ,1051283,U38664,P60844,AQPZ_ECOLI,,aqpZ,,"",Escherichia coli (strain K12),DB03152; DB07349; DB07923; DB07924
Q15078,Cyclin-dependent kinase 5 activator 1,CDK5R1,558671,X80343,Q15078,CD5R1_HUMAN,,CDK5R1,,GNC:1775,Human,DB02052; DB07364
P06202,Periplasmic oligopeptide-binding protein,oppA,47808,X04194,P06202,OPPA_SALTY,,oppA,,"",Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),DB07365
P0A111,"Naphthalene 1,2-dioxygenase subunit alpha",doxB,294350,M60405,P0A111,NDOB_PSEU8,,doxB,,"",Pseudomonas sp. (strain C18),DB07372; DB08381
P0A113,"Naphthalene 1,2-dioxygenase subunit beta",doxD,294350,M60405,P0A113,NDOC_PSEU8,,doxD,,"",Pseudomonas sp. (strain C18),DB07372; DB08381
Q96L21,60S ribosomal protein L10-like,RPL10L,23491783,AB063608,Q96L21,RL10L_HUMAN,,RPL10L,,GNC:17976,Human,DB02494; DB07374; DB08437
P40429,60S ribosomal protein L13a,RPL13A,23691,X56932,P40429,RL13A_HUMAN,,RPL13A,,GNC:10304,Human,DB02494; DB07374; DB08437
P62829,60S ribosomal protein L23,RPL23,36126,X52839,P62829,RL23_HUMAN,,RPL23,,GNC:10316,Human,DB02494; DB07374; DB08437
P61313,60S ribosomal protein L15,RPL15,414587,L25899,P61313,RL15_HUMAN,,RPL15,,GNC:10306,Human,DB02494; DB07374; DB08437
P84098,60S ribosomal protein L19,RPL19,36128,X63527,P84098,RL19_HUMAN,,RPL19,,GNC:10312,Human,DB02494; DB07374; DB08437
P62750,60S ribosomal protein L23a,RPL23A,1399086,U43701,P62750,RL23A_HUMAN,,RPL23A,,GNC:10317,Human,DB02494; DB07374; DB08437
Q9UHA3,Probable ribosome biogenesis protein RLP24,RSL24D1,6563296,AF201949,Q9UHA3,RLP24_HUMAN,,RSL24D1,,GNC:18479,Human,DB02494; DB07374; DB08437
Q9UNX3,60S ribosomal protein L26-like 1,RPL26L1,5106791,AF083248,Q9UNX3,RL26L_HUMAN,,RPL26L1,,GNC:17050,Human,DB02494; DB07374; DB08437
P62917,60S ribosomal protein L8,RPL8,433899,Z28407,P62917,RL8_HUMAN,,RPL8,,GNC:10368,Human,DB02494; DB07374; DB08437
P61927,60S ribosomal protein L37,RPL37,461232,D23661,P61927,RL37_HUMAN,,RPL37,,GNC:10347,Human,DB02494; DB04602; DB04805; DB07374; DB08437
P39023,60S ribosomal protein L3,RPL3,313659,X73460,P39023,RL3_HUMAN,,RPL3,,GNC:10332,Human,DB02494; DB04865; DB07374; DB08437
P62913,60S ribosomal protein L11,RPL11,495126,X79234,P62913,RL11_HUMAN,,RPL11,,GNC:10301,Human,DB02494; DB07374; DB08437
P55769,NHP2-like protein 1,NHP2L1,2618578,D50420,P55769,NH2L1_HUMAN,,NHP2L1,,GNC:7819,Human,DB02494; DB07374; DB08437
P01834,Ig kappa chain C region,IGKC,185945,J00241,P01834,IGKC_HUMAN,,IGKC,,GNC:5716,Human,DB01851; DB04688; DB07375; DB07416; DB07441; DB07716; DB07784; DB07882; DB07893; DB07909; DB08289; DB08413; DB08562; DB08647
P06310,Ig kappa chain V-II region RPMI 6410,"",296655,Z00020,P06310,KV206_HUMAN,,,,"",Human,DB00693; DB07375
Q01043,Cyclin homolog,72,243355,S76368,Q01043,CGH2_SHV21,,72,,"",SaHV-2,DB07379; DB07795
O75460,Serine/threonine-protein kinase/endoribonuclease IRE1,ERN1,3300094,AF059198,O75460,ERN1_HUMAN,,ERN1,,GNC:3449,Human,DB07382
P25705,"ATP synthase subunit alpha, mitochondrial",ATP5A1,28938,X59066,P25705,ATPA_HUMAN,,ATP5A1,,GNC:823,Human,DB04216; DB07384; DB07394; DB08399; DB08629
P06576,"ATP synthase subunit beta, mitochondrial",ATP5B,28940,X03559,P06576,ATPB_HUMAN,,ATP5B,,GNC:830,Human,DB04216; DB07384; DB07394; DB08399; DB08629
P36542,"ATP synthase subunit gamma, mitochondrial",ATP5C1,665586,D16562,P36542,ATPG_HUMAN,,ATP5C1,,GNC:833,Human,DB04216; DB07384; DB07394; DB08399; DB08629
P60174,Triosephosphate isomerase,TPI1,339841,M10036,P60174,TPIS_HUMAN,,TPI1,,GNC:12009,Human,DB01695; DB02726; DB03026; DB03132; DB03135; DB03314; DB03379; DB03900; DB04326; DB04447; DB04510; DB07387
P07014,Succinate dehydrogenase iron-sulfur subunit,sdhB,146196,J01619,P07014,DHSB_ECOLI,,sdhB,,"",Escherichia coli (strain K12),DB04631; DB07671; DB08690
P69054,Succinate dehydrogenase cytochrome b556 subunit,sdhC,146196,J01619,P69054,DHSC_ECOLI,,sdhC,,"",Escherichia coli (strain K12),DB04631; DB07671; DB08690
P0AC44,Succinate dehydrogenase hydrophobic membrane anchor subunit,sdhD,146196,J01619,P0AC44,DHSD_ECOLI,,sdhD,,"",Escherichia coli (strain K12),DB04631; DB07671; DB08690
Q14994,Nuclear receptor subfamily 1 group I member 3,NR1I3,458542,Z30425,Q14994,NR1I3_HUMAN,,NR1I3,,GNC:7969,Human,DB01708; DB01889; DB07557
P07173,Photosynthetic reaction center cytochrome c subunit,pufC,758274,X05768,P07173,CYCR_RHOVI,,pufC,,"",Rhodopseudomonas viridis,DB04147; DB04464; DB07392; DB07551; DB07552; DB08215; DB08689; DB08690
P06008,Reaction center protein H chain,puhA,46478,X02659,P06008,RCEH_RHOVI,,puhA,,"",Rhodopseudomonas viridis,DB04147; DB04464; DB07392; DB07551; DB07552; DB08215; DB08689; DB08690
P06009,Reaction center protein L chain,pufL,46480,X03915,P06009,RCEL_RHOVI,,pufL,,"",Rhodopseudomonas viridis,DB04147; DB04464; DB07392; DB07551; DB07552; DB08215; DB08689; DB08690
P06010,Reaction center protein M chain,pufM,46480,X03915,P06010,RCEM_RHOVI,,pufM,,"",Rhodopseudomonas viridis,DB04147; DB04464; DB07392; DB07551; DB07552; DB08215; DB08689; DB08690
P65728,Serine/threonine-protein kinase PknG,pknG,2909471,BX842573,P65728,PKNG_MYCTU,,pknG,,"",Mycobacterium tuberculosis,DB07398
P08574,"Cytochrome c1, heme protein, mitochondrial",CYC1,181238,M16597,P08574,CY1_HUMAN,,CYC1,,GNC:2579,Human,DB04141; DB04799; DB07401; DB07636; DB07763; DB07778; DB08330; DB08453; DB08690
P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,180928,J04973,P22695,QCR2_HUMAN,,UQCRC2,,GNC:12586,Human,DB04141; DB04799; DB07401; DB07763; DB07778; DB08330; DB08453; DB08690
P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial",UQCRH,188565,M36647,P07919,QCR6_HUMAN,,UQCRH,,GNC:12590,Human,DB04141; DB04799; DB07401; DB07763; DB07778; DB08330; DB08453; DB08690
O14949,Cytochrome b-c1 complex subunit 8,UQCRQ,2605590,D50369,O14949,QCR8_HUMAN,,UQCRQ,,GNC:29594,Human,DB04141; DB04799; DB07401; DB07763; DB07778; DB08330; DB08453; DB08690
P47985,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",UQCRFS1,158255704,AK291134,P47985,UCRI_HUMAN,,UQCRFS1,,GNC:12587,Human,DB04141; DB04799; DB07401; DB07636; DB07763; DB07778; DB08330; DB08453; DB08690
O14957,Cytochrome b-c1 complex subunit 10,UQCR11,2317646,D55636,O14957,QCR10_HUMAN,,UQCR,,GNC:30862,Human,DB04799; DB07401; DB07763; DB07778; DB08330; DB08453; DB08690
P14927,Cytochrome b-c1 complex subunit 7,UQCRB,37580,X13585,P14927,QCR7_HUMAN,,UQCRB,,GNC:12582,Human,DB04141; DB04799; DB07401; DB07636; DB07763; DB07778; DB08330; DB08453; DB08690
Q9UDW1,Cytochrome b-c1 complex subunit 9,UQCR10,12081913,AB028598,Q9UDW1,QCR9_HUMAN,,UQCR10,,GNC:30863,Human,DB04141; DB04799; DB07401; DB07636; DB07763; DB07778; DB08330; DB08453; DB08690
Q15118,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 1, mitochondrial",PDK1,1088281,L42450,Q15118,PDK1_HUMAN,,PDK1,,GNC:8809,Human,DB07403; DB08809
Q79FX8,Hydroxymycolate synthase MmaA4,mmaA4,2222772,BX842574,Q79FX8,MMAA4_MYCTU,,mmaA4,,"",Mycobacterium tuberculosis,DB07413
P0A333,pH-gated potassium channel KcsA,kcsA,7799279,AL939132,P0A333,KCSA_STRCO,,kcsA,,"",Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),DB07416
P20581,Uncharacterized protein PA1000,PA1000,1196759,M33810,P20581,Y1000_PSEAE,,,,"",Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB07418
A9JQL9,Dehydrosqualene synthase,crtM,161788394,AM920687,A9JQL9,CRTM_STAAU,,crtM,,"",Staphylococcus aureus,DB04695; DB07420; DB07424
Q59FW3,"Thyroid hormone receptor, alpha isoform 1 variant","",62088272,AB209346,Q59FW3,Q59FW3_HUMAN,,,,GNC:11796,Human,DB07425
Q820T1,3-oxoacyl-[acyl-carrier-protein] synthase 3,fabH,29342120,AE016830,Q820T1,FABH_ENTFA,,fabH,,"",Enterococcus faecalis (strain ATCC 700802 / V583),DB07429
Q9KU37,Beta-hexosaminidase,nagZ,9654392,AE003852,Q9KU37,NAGZ_VIBCH,,nagZ,,"",Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),DB07432; DB08704
Q9UBT6,DNA polymerase kappa,POLK,6463740,AB027564,Q9UBT6,POLK_HUMAN,,POLK,,GNC:9183,Human,DB07435; DB07652; DB08237
P52026,DNA polymerase I,polA,755588,U23149,P52026,DPO1_GEOSE,,polA,,"",Geobacillus stearothermophilus,DB07435
Q9UKQ2,Disintegrin and metalloproteinase domain-containing protein 28,ADAM28,4583505,AF137334,Q9UKQ2,ADA28_HUMAN,,ADAM28,,GNC:206,Human,DB02046; DB02215; DB02255; DB02996; DB03088; DB03880; DB08733
Q93LE9,Peptide deformylase,def,14626937,AY040678,Q93LE9,DEF_LEPIN,,def,,"",Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601),DB04310
Q819U0,Peptide deformylase 1,def1,29893819,AE016877,Q819U0,DEF1_BACCR,,def1,,"",Bacillus cereus (strain ATCC 14579 / DSM 31),DB04310
Q819K2,Peptide deformylase 2,def2,29893819,AE016877,Q819K2,DEF2_BACCR,,def2,,"",Bacillus cereus (strain ATCC 14579 / DSM 31),DB04310
Q82ZJ0,Peptide deformylase,def,29342120,AE016830,Q82ZJ0,DEF_ENTFA,,def,,"",Enterococcus faecalis (strain ATCC 700802 / V583),DB04310
P68771,Peptide deformylase,def,13621326,AE004092,P68771,DEF_STRP1,,def,,"",Streptococcus pyogenes serotype M1,DB04310
P08617,Genome polyprotein,"",329583,M14707,P08617,POLG_HAVHM,,,,"",HHAV,DB04029; DB04634
P06441,Genome polyprotein,"",329597,K02990,P06441,POLG_HAVLA,,,,"",HHAV,DB04634
O25928,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,fabZ,2313078,AE000511,O25928,FABZ_HELPY,,fabZ,,"",Helicobacter pylori (strain ATCC 700392 / 26695),DB07445
Q79MP6,Beta-lactamase,blaIMP-1,27368096,AY168635,Q79MP6,Q79MP6_PSEAI,,blaIMP-1,,"",Pseudomonas aeruginosa,DB02154; DB02450
P28838,Cytosol aminopeptidase,LAP3,4335941,AF061738,P28838,AMPL_HUMAN,,LAP3,,GNC:18449,Human,DB02386; DB07448; DB08766
Q93RD8,H subunit of photosynthetic reaction center complex,puhA,14549194,AB052130,Q93RD8,Q93RD8_THETI,,puhA,,"",Thermochromatium tepidum,DB03152; DB04147
Q02761,Cytochrome b,petB,581533,X56157,Q02761,CYB_RHOSH,,petB,,"",Rhodobacter sphaeroides,DB03152; DB08690
Q02762,Ubiquinol-cytochrome c reductase iron-sulfur subunit,petA,581533,X56157,Q02762,UCRI_RHOSH,,petA,,"",Rhodobacter sphaeroides,DB03152; DB08690
Q02760,Cytochrome c1,petC,581533,X56157,Q02760,CY1_RHOSH,,petC,,"",Rhodobacter sphaeroides,DB03152; DB08690
Q16134,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",ETFDH,545621,S69232,Q16134,ETFD_HUMAN,,ETFDH,,GNC:3483,Human,DB04141
O14983,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,ATP2A1,158256064,AK291314,O14983,AT2A1_HUMAN,,ATP2A1,,GNC:811,Human,DB03909; DB04444; DB04638; DB07604
P41743,Protein kinase C iota type,PRKCI,432274,L18964,P41743,KPCI_HUMAN,,PRKCI,,GNC:9404,Human,DB03777
Q09013,Myotonin-protein kinase,DMPK,,M87312,Q09013,DMPK_HUMAN,,DMPK,,GNC:2933,Human,DB01946
Q9KPI8,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,mtnN,9654392,AE003852,Q9KPI8,MTNN_VIBCH,,mtnN,,"",Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),DB07463
Q8P9V9,Bacterioferritin comigratory protein,XCC1738,21110939,AE008922,Q8P9V9,Q8P9V9_XANCP,,,,"",Xanthomonas campestris pv. campestris (strain ATCC 33913 / NCPPB 528 / LMG 568),DB04640
Q7Z406,Myosin-14,MYH14,33438760,AY165122,Q7Z406,MYH14_HUMAN,,MYH14,,GNC:23212,Human,DB01944; DB03126; DB04444; DB07468; DB07469; DB07470; DB08276
P62593,Beta-lactamase TEM,bla,208959,J01749,P62593,BLAT_ECOLX,,bla,,"",Escherichia coli,DB02614; DB02642; DB02841; DB04035; DB04037; DB04430; DB07464; DB07466; DB07599; DB08551
P04118,Colipase,CLPS,180886,J02883,P04118,COL_HUMAN,,CLPS,,GNC:2085,Human,DB04233; DB08222
P09391,Rhomboid protease GlpG,glpG,146191,M54940,P09391,GLPG_ECOLI,,glpG,,"",Escherichia coli (strain K12),DB04147
P83793,Apocytochrome f,petA,38641338,AY390356,P83793,CYF_MASLA,,petA,,"",Mastigocladus laminosus,DB04646; DB08453
P83797,Cytochrome b6-f complex subunit 5,petG,,,P83797,PETG_MASLA,,petG,,"",Mastigocladus laminosus,DB04646; DB08453
P83795,Cytochrome b6-f complex subunit 6,petL,,,P83795,PETL_MASLA,,petL,,"",Mastigocladus laminosus,DB04646; DB08453
P83796,Cytochrome b6-f complex subunit 7,petM,,,P83796,PETM_MASLA,,petM,,"",Mastigocladus laminosus,DB04646; DB08453
P83798,Cytochrome b6-f complex subunit 8,petN,,,P83798,PETN_MASLA,,petN,,"",Mastigocladus laminosus,DB04646; DB08453
P25786,Proteasome subunit alpha type-1,PSMA1,220022,D00759,P25786,PSA1_HUMAN,,PSMA1,,GNC:9530,Human,DB07475; DB08515
P25787,Proteasome subunit alpha type-2,PSMA2,220024,D00760,P25787,PSA2_HUMAN,,PSMA2,,GNC:9531,Human,DB07475; DB08515
P25788,Proteasome subunit alpha type-3,PSMA3,220028,D00762,P25788,PSA3_HUMAN,,PSMA3,,GNC:9532,Human,DB07475; DB08515
P25789,Proteasome subunit alpha type-4,PSMA4,220030,D00763,P25789,PSA4_HUMAN,,PSMA4,,GNC:9533,Human,DB07475; DB08515
P28066,Proteasome subunit alpha type-5,PSMA5,296740,X61970,P28066,PSA5_HUMAN,,PSMA5,,GNC:9534,Human,DB07475; DB08515
P60900,Proteasome subunit alpha type-6,PSMA6,35682,X59417,P60900,PSA6_HUMAN,,PSMA6,,GNC:9535,Human,DB07475; DB08515
O14818,Proteasome subunit alpha type-7,PSMA7,2555136,AF022815,O14818,PSA7_HUMAN,,PSMA7,,GNC:9536,Human,DB07475; DB07558; DB08515
P49720,Proteasome subunit beta type-3,PSMB3,565647,D26598,P49720,PSB3_HUMAN,,PSMB3,,GNC:9540,Human,DB07475; DB08515
P28070,Proteasome subunit beta type-4,PSMB4,565651,D26600,P28070,PSB4_HUMAN,,PSMB4,,GNC:9541,Human,DB07475; DB08515
P28072,Proteasome subunit beta type-6,PSMB6,558528,D29012,P28072,PSB6_HUMAN,,PSMB6,,GNC:9543,Human,DB07475; DB08515
Q99436,Proteasome subunit beta type-7,PSMB7,1531533,D38048,Q99436,PSB7_HUMAN,,PSMB7,,GNC:9544,Human,DB07475; DB08515
P35089,Light-harvesting protein B-800/820 alpha chain,"",,,P35089,LHA1_RHOAC,,,,"",Rhodopseudomonas acidophila,DB04464
P35094,Light-harvesting protein B-800/820 beta chain,"",,,P35094,LHB1_RHOAC,,,,"",Rhodopseudomonas acidophila,DB04464
P26789,Light-harvesting protein B-800/850 alpha chain,"",,,P26789,LHA4_RHOAC,,,,"",Rhodopseudomonas acidophila,DB02899; DB04147; DB04464
P26790,Light-harvesting protein B-800/850 beta chain,"",,,P26790,LHB5_RHOAC,,,,"",Rhodopseudomonas acidophila,DB02899; DB04147; DB04464
O67854,Transporter,snf,2982776,AE000657,O67854,O67854_AQUAE,,snf,,"",Aquifex aeolicus (strain VF5),DB00458; DB01151; DB01242; DB08472; DB08544; DB08567
Q16877,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4",PFKFB4,1905761,D49818,Q16877,F264_HUMAN,,PFKFB4,,GNC:8875,Human,DB04395; DB04493
P27958,Genome polyprotein,"",329738,M67463,P27958,POLG_HCVH,,,,"",HCV,DB08644
P76045,Outer membrane protein G,ompG,1842218,U49400,P76045,OMPG_ECOLI,,ompG,,"",Escherichia coli (strain K12),DB04147; DB04233
Q9K597,Outer membrane porin C,ompC,166079762,EU372012,Q9K597,Q9K597_ECOLX,,ompC,,"",Escherichia coli,DB02415; DB04233
P11488,Guanine nucleotide-binding protein G(t) subunit alpha-1,GNAT1,31865,X15088,P11488,GNAT1_HUMAN,,GNAT1,,GNC:4393,Human,DB02994; DB04315; DB04444
P0C0Y8,Reaction center protein L chain,pufL,,,P0C0Y8,RCEL_RHOSH,,,,,Rhodobacter sphaeroides,DB04147; DB08215; DB08690
P0C0Y9,Reaction center protein M chain,pufM,152028,K00827,P0C0Y9,RCEM_RHOSH,,pufM,,"",Rhodobacter sphaeroides,DB04147; DB08215; DB08690
P0C0Y7,Reaction center protein H chain,puhA,152023,M18412,P0C0Y7,RCEH_RHOSH,,puhA,,"",Rhodobacter sphaeroides,DB04147; DB08215; DB08690
P0A108,"1,2-dihydroxynaphthalene dioxygenase",doxG,294350,M60405,P0A108,NAHC_PSEU8,,doxG,,"",Pseudomonas sp. (strain C18),DB02923; DB07478; DB07610
P54997,2'-hydroxybiphenyl-2-sulfinate desulfinase,soxB,595291,U08850,P54997,SOXB_RHOSG,,soxB,,"",Rhodococcus sp. (strain IGTS8),DB07483; DB08319
P09466,Glycodelin,PAEP,190215,J04129,P09466,PAEP_HUMAN,,PAEP,,GNC:8573,Human,DB02405; DB03796; DB04077
Q9Y6M4,Casein kinase I isoform gamma-3,CSNK1G3,4590040,AF049089,Q9Y6M4,KC1G3_HUMAN,,CSNK1G3,,GNC:2456,Human,DB04751; DB07488; DB07489; DB07664
P0A0N4,HTH-type transcriptional regulator QacR,qacR,46660,X56628,P0A0N4,QACR_STAAU,,qacR,,"",Staphylococcus aureus,DB01123; DB03608; DB03808
P0AC47,Fumarate reductase iron-sulfur subunit,frdB,7019629,J01611,P0AC47,FRDB_ECOLI,,frdB,,"",Escherichia coli (strain K12),DB07490; DB07918
P0A8Q0,Fumarate reductase subunit C,frdC,7019629,J01611,P0A8Q0,FRDC_ECOLI,,frdC,,"",Escherichia coli (strain K12),DB07490; DB07918
P0A8Q3,Fumarate reductase subunit D,frdD,7019629,J01611,P0A8Q3,FRDD_ECOLI,,frdD,,"",Escherichia coli (strain K12),DB07490; DB07918
Q494W8,CHRNA7-FAM7A fusion protein,CHRFAM7A,158259429,AK292984,Q494W8,CRFM7_HUMAN,,CHRFAM7A,,GNC:15781,Human,DB07494; DB07720; DB07980; DB08620
P95276,Epoxide hydrolase,ephB,13879042,AE000516,P95276,P95276_MYCTU,,ephB,,"",Mycobacterium tuberculosis,DB07496
C0H419,Biotin/lipoyl attachment protein,yngHB,2632268,AL009126,C0H419,BLAP_BACSU,,yngHB,,"",Bacillus subtilis (strain 168),DB07497
Q99UY8,Pyruvate carboxylase,pycA,14245768,BA000017,Q99UY8,Q99UY8_STAAM,,pycA,,"",Staphylococcus aureus (strain Mu50 / ATCC 700699),DB07497
P03355,Gag-Pol polyprotein,gag-pol,331935,J02255,P03355,POL_MLVMS,,pol,,"",MoMLV,DB07499; DB08331
Q9HB40,Retinoid-inducible serine carboxypeptidase,SCPEP1,10312169,AF282618,Q9HB40,RISC_HUMAN,,SCPEP1,,GNC:29507,Human,DB07506
